,unbalanced_portfolio_value,balanced_portfolio_value,benchmark_value,benchmark_nb_share,benchmark_close,benchmark_return,unbalanced_portfolio_return,balanced_portfolio_return,has_portfolio_been_rebalanced,available_cash,portfolio_contribution,portfolio_withdrow,BX4.PA_adjusted_close,BX4.PA_return,BX4.PA_unbalanced_weight,BX4.PA_balanced_weight,BX4.PA_unbalanced_nb_shares,BX4.PA_balanced_nb_shares,BX4.PA_unbalanced_value,BX4.PA_balanced_value,CAC.PA_adjusted_close,CAC.PA_return,CAC.PA_unbalanced_weight,CAC.PA_balanced_weight,CAC.PA_unbalanced_nb_shares,CAC.PA_balanced_nb_shares,CAC.PA_unbalanced_value,CAC.PA_balanced_value,500.PA_adjusted_close,500.PA_return,500.PA_unbalanced_weight,500.PA_balanced_weight,500.PA_unbalanced_nb_shares,500.PA_balanced_nb_shares,500.PA_unbalanced_value,500.PA_balanced_value,AIR.PA_adjusted_close,AIR.PA_return,AIR.PA_unbalanced_weight,AIR.PA_balanced_weight,AIR.PA_unbalanced_nb_shares,AIR.PA_balanced_nb_shares,AIR.PA_unbalanced_value,AIR.PA_balanced_value
2021-02-11,10000.0,10000.0,,,,,,,,,,,2.167,0.0,0.3,0.3,1384.402399630826,1384.402399630826,2999.9999999999995,2999.9999999999995,55.7,0.0,0.4,0.4,71.8132854578097,71.8132854578097,4000.0000000000005,4000.0000000000005,60.1846,0.0,0.2,0.2,33.231092339236284,33.231092339236284,2000.0000000000002,2000.0000000000002,91.22,0.0,0.1,0.1,10.962508221881167,10.962508221881167,1000.0000000000001,1000.0000000000001
2021-02-12,10009.787583186673,10009.787583186673,,,,,,,,,,,2.145,-0.01015228426395931,0.29666395240954263,0.29666395240954263,1384.402399630826,1384.402399630826,2969.543147208122,2969.543147208122,56.05,0.006283662477558183,0.4021198868067097,0.4021198868067097,71.8132854578097,71.8132854578097,4025.1346499102333,4025.1346499102333,60.3127,0.0021284514643280517,0.20022971379484455,0.20022971379484455,33.231092339236284,33.231092339236284,2004.2569029286562,2004.2569029286562,92.21,0.010852883139662373,0.10098644698890319,0.10098644698890319,10.962508221881167,10.962508221881167,1010.8528831396624,1010.8528831396624
